invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall,gender,age,payment_method
I521328,C291103,Food & Beverage,5,26.15,27-04-2022,Metropol AVM,Female,31.0,Cash
I135803,C119658,Toys,3,107.52,27-03-2022,Mall of Istanbul,Female,42.0,Credit Card
I275741,C116808,Technology,5,5250.0,13-12-2021,Emaar Square Mall,Female,27.0,Credit Card
I252978,C190895,Cosmetics,2,81.32,16-08-2022,Istinye Park,Male,32.0,Credit Card
I243417,C193399,Food & Beverage,2,10.46,29-10-2021,Istinye Park,Male,28.0,Credit Card
I227852,C309683,Shoes,1,600.17,14-01-2022,Metrocity,Female,58.0,Credit Card
I219349,C312535,Clothing,2,600.16,26-10-2022,Metropol AVM,Male,60.0,Credit Card
I166406,C218301,Clothing,4,1200.32,21-02-2021,Istinye Park,Female,42.0,Credit Card
I275086,C133580,Technology,5,5250.0,14-02-2023,Emaar Square Mall,Male,42.0,Credit Card
I676997,C311987,Cosmetics,4,162.64,23-10-2021,Mall of Istanbul,Female,49.0,Cash
I330838,C236631,Souvenir,2,23.46,18-11-2021,Kanyon,Female,20.0,Credit Card
I109229,C222213,Food & Beverage,1,5.23,04-04-2022,Kanyon,Female,65.0,Cash
I108695,C197638,Shoes,5,3000.85,20-07-2021,Emaar Square Mall,Female,69.0,Debit Card
I260459,C228138,Food & Beverage,2,10.46,02-01-2021,Mall of Istanbul,Male,69.0,Cash
I229099,C163096,Cosmetics,1,40.66,11-01-2023,Viaport Outlet,Male,27.0,Credit Card
I255495,C279912,Clothing,2,600.16,13-01-2021,Mall of Istanbul,Male,37.0,Credit Card
I161865,C440465,Cosmetics,4,162.64,03-08-2022,Metropol AVM,Female,25.0,Cash
I267824,C187316,Clothing,1,300.08,27-12-2022,Metropol AVM,Male,26.0,Cash
I217717,C151527,Cosmetics,1,40.66,29-05-2021,Metropol AVM,Male,30.0,Credit Card
I267166,C830872,Clothing,3,900.24,04-04-2021,Metrocity,Female,52.0,Credit Card
I227732,C402961,Food & Beverage,5,26.15,31-12-2021,Mall of Istanbul,Female,53.0,Credit Card
I162411,C119475,Technology,2,2100.0,29-06-2021,Mall of Istanbul,Male,42.0,Cash
I638509,C994259,Clothing,1,300.08,20-04-2021,Metropol AVM,Female,36.0,Cash
I569071,C296773,Souvenir,3,35.19,17-05-2022,Metrocity,Male,24.0,Debit Card
I484783,C548172,Clothing,5,1500.4,30-06-2022,Kanyon,Female,51.0,Credit Card
I139341,C198010,Clothing,1,300.08,29-11-2021,Mall of Istanbul,Male,54.0,Debit Card
I992506,C119920,Books,5,75.75,02-11-2021,Metrocity,Female,60.0,Cash
I831438,C192387,Clothing,5,1500.4,02-01-2022,Kanyon,Male,28.0,Credit Card
I295193,C158436,Technology,1,1050.0,19-01-2022,Mall of Istanbul,Female,45.0,Credit Card
I262309,C237647,Food & Beverage,2,10.46,14-01-2022,Istinye Park,Female,44.0,Cash
I179994,C177825,Food & Beverage,5,26.15,05-03-2021,Istinye Park,Male,37.0,Credit Card
I305810,C252730,Cosmetics,1,40.66,13-12-2021,Kanyon,Female,38.0,Cash
I236204,C239343,Books,4,60.6,29-04-2021,Mall of Istanbul,Female,32.0,Cash
I195610,C353310,Clothing,1,300.08,07-09-2021,Kanyon,Female,64.0,Credit Card
I276300,C941234,Food & Beverage,5,26.15,11-03-2022,Zorlu Center,Male,20.0,Credit Card
I778661,C187952,Clothing,1,300.08,05-12-2021,Metrocity,Male,54.0,Cash
I216861,C848992,Toys,4,143.36,15-03-2022,Cevahir AVM,Male,19.0,Cash
I181026,C340094,Clothing,1,300.08,30-03-2021,Kanyon,Female,19.0,Cash
I279968,C234828,Clothing,2,600.16,26-01-2023,Mall of Istanbul,Female,48.0,Cash
I292155,C317367,Clothing,5,1500.4,01-07-2022,Mall of Istanbul,Male,44.0,Cash
I113380,C688654,Clothing,5,1500.4,14-11-2021,Kanyon,Female,62.0,Credit Card
I211845,C568664,Clothing,1,300.08,08-06-2021,Mall of Istanbul,Female,43.0,Credit Card
I263169,C192839,Food & Beverage,5,26.15,27-11-2021,Istinye Park,Male,62.0,Cash
I139408,C685467,Cosmetics,2,81.32,04-09-2022,Mall of Istanbul,Female,24.0,Cash
I431183,C265810,Cosmetics,2,81.32,09-10-2022,Metropol AVM,Male,65.0,Debit Card
I315532,C173565,Cosmetics,3,121.98,28-07-2022,Mall of Istanbul,Female,41.0,Credit Card
I155192,C188099,Food & Beverage,5,26.15,11-06-2021,Mall of Istanbul,Male,68.0,Credit Card
I912885,C120935,Shoes,1,600.17,28-01-2022,Istinye Park,Female,60.0,Cash
I291495,C352873,Books,4,60.6,24-07-2021,Metrocity,Male,23.0,Debit Card
I492262,C135763,Food & Beverage,4,20.92,11-10-2021,Metrocity,Male,46.0,Credit Card
I560517,C263536,Shoes,2,1200.34,06-06-2021,Metrocity,Female,49.0,Cash
I343920,C307381,Cosmetics,3,121.98,28-05-2022,Metrocity,Female,52.0,Cash
I541028,C293708,Shoes,4,2400.68,12-06-2021,Istinye Park,Female,63.0,Cash
I315896,C253532,Clothing,1,300.08,10-10-2021,Metrocity,Male,62.0,Cash
I533014,C264321,Shoes,1,600.17,20-02-2021,Istinye Park,Female,26.0,Debit Card
I266211,C307297,Clothing,2,600.16,12-09-2021,Mall of Istanbul,Male,24.0,Credit Card
I241303,C855980,Food & Beverage,4,20.92,12-05-2022,Zorlu Center,Female,25.0,Credit Card
I283013,C981507,Food & Beverage,4,20.92,01-03-2022,Forum Istanbul,Male,42.0,Cash
I220604,C616499,Souvenir,1,11.73,18-01-2022,Viaport Outlet,Male,37.0,Debit Card
I790693,C235967,Clothing,3,900.24,15-12-2022,Metropol AVM,Female,31.0,Debit Card
I324136,C464765,Clothing,5,1500.4,26-08-2021,Mall of Istanbul,Male,39.0,Credit Card
I346547,C275387,Cosmetics,5,203.3,14-08-2022,Metropol AVM,Female,22.0,Cash
I601645,C176271,Clothing,4,1200.32,30-04-2022,Forum Istanbul,Female,46.0,Cash
I251408,C254403,Clothing,1,300.08,10-05-2022,Metrocity,Female,18.0,Debit Card
I203910,C267037,Souvenir,5,58.65,25-04-2022,Forum Istanbul,Female,24.0,Debit Card
I207792,C161748,Technology,1,1050.0,12-09-2021,Metrocity,Female,35.0,Credit Card
I915683,C236065,Cosmetics,5,203.3,05-12-2022,Mall of Istanbul,Female,62.0,Credit Card
I272591,C172036,Clothing,4,1200.32,21-07-2022,Kanyon,Male,60.0,Cash
I219809,C265441,Souvenir,2,23.46,13-12-2022,Kanyon,Male,23.0,Debit Card
I310097,C230572,Souvenir,3,35.19,12-10-2021,Metropol AVM,Male,20.0,Cash
I105585,C261581,Clothing,1,300.08,14-03-2021,Mall of Istanbul,Female,25.0,Debit Card
I120408,C859963,Clothing,1,300.08,10-05-2021,Metrocity,Female,40.0,Credit Card
I216426,C564263,Cosmetics,5,203.3,20-01-2022,Metropol AVM,Female,67.0,Credit Card
I228498,C204985,Toys,4,143.36,11-12-2022,Mall of Istanbul,Female,39.0,Credit Card
I257267,C143991,Clothing,5,1500.4,12-10-2021,Mall of Istanbul,Female,68.0,Debit Card
I873098,C298085,Toys,4,143.36,11-10-2021,Mall of Istanbul,Female,56.0,Debit Card
I235118,C104958,Books,3,45.45,07-09-2021,Mall of Istanbul,Male,61.0,Cash
I248280,C210696,Clothing,4,1200.32,20-10-2021,Metropol AVM,Female,35.0,Cash
I183437,C339592,Clothing,3,900.24,14-10-2021,Forum Istanbul,Male,58.0,Debit Card
I410605,C207436,Shoes,4,2400.68,15-04-2021,Istinye Park,Male,37.0,Cash
I253829,C102940,Clothing,3,900.24,22-10-2021,Kanyon,Female,59.0,Credit Card
I296461,C964629,Cosmetics,1,40.66,08-08-2021,Kanyon,Male,61.0,Cash
I214165,C263251,Clothing,1,300.08,10-12-2021,Kanyon,Female,34.0,Cash
I279538,C265704,Clothing,2,600.16,26-01-2023,Metrocity,Male,67.0,Debit Card
I311777,C847570,Books,4,60.6,15-01-2022,Cevahir AVM,Male,56.0,Cash
I736678,C229666,Clothing,5,1500.4,30-09-2021,Cevahir AVM,Male,60.0,Credit Card
I956680,C183541,Clothing,5,1500.4,20-06-2021,Mall of Istanbul,Female,41.0,Cash
I824264,C176114,Clothing,3,900.24,22-06-2022,Zorlu Center,Male,53.0,Cash
I233356,C777185,Clothing,4,1200.32,10-02-2022,Mall of Istanbul,Male,59.0,Cash
I304108,C314282,Shoes,3,1800.51,16-06-2021,Metrocity,Male,23.0,Debit Card
I444314,C289105,Books,5,75.75,28-03-2022,Mall of Istanbul,Male,20.0,Debit Card
I173297,C244889,Clothing,2,600.16,21-02-2022,Istinye Park,Female,63.0,Credit Card
I276206,C185177,Food & Beverage,1,5.23,10-08-2022,Mall of Istanbul,Female,50.0,Credit Card
I103264,C279394,Toys,1,35.84,15-11-2022,Kanyon,Male,56.0,Credit Card
I317850,C134448,Clothing,1,300.08,23-12-2021,Kanyon,Female,45.0,Cash
I250502,C290599,Clothing,1,300.08,19-02-2022,Metropol AVM,Male,59.0,Cash
I256830,C148427,Cosmetics,2,81.32,10-10-2022,Metrocity,Female,21.0,Credit Card
I106587,C630983,Food & Beverage,4,20.92,29-01-2023,Zorlu Center,Male,27.0,Debit Card
I519010,C293866,Cosmetics,1,40.66,20-08-2021,Istinye Park,Male,64.0,Cash
I296724,C231555,Clothing,3,900.24,03-03-2022,Metrocity,Male,38.0,Credit Card
I126670,C271581,Clothing,1,300.08,08-12-2022,Kanyon,Male,40.0,Cash
I230774,C183159,Technology,1,1050.0,22-03-2021,Kanyon,Male,32.0,Credit Card
I677872,C219409,Cosmetics,3,121.98,18-10-2021,Metrocity,Female,23.0,Credit Card
I235481,C332464,Food & Beverage,3,15.69,05-08-2021,Metrocity,Female,54.0,Cash
I513401,C326686,Food & Beverage,2,10.46,12-04-2022,Mall of Istanbul,Male,26.0,Cash
I862051,C196894,Clothing,4,1200.32,30-01-2023,Mall of Istanbul,Female,54.0,Debit Card
I683165,C265031,Cosmetics,1,40.66,04-06-2022,Istinye Park,Male,51.0,Credit Card
I175272,C260753,Cosmetics,1,40.66,11-02-2021,Kanyon,Female,40.0,Debit Card
I899320,C181478,Food & Beverage,4,20.92,04-03-2021,Istinye Park,Female,43.0,Cash
I249520,C910189,Clothing,5,1500.4,22-01-2022,Kanyon,Male,39.0,Debit Card
I775499,C331357,Technology,4,4200.0,26-03-2022,Kanyon,Female,68.0,Cash
I270133,C147066,Clothing,4,1200.32,23-04-2021,Cevahir AVM,Female,31.0,Debit Card
I297697,C291669,Shoes,5,3000.85,27-04-2022,Forum Istanbul,Female,68.0,Credit Card
I245998,C319815,Food & Beverage,4,20.92,03-01-2023,Viaport Outlet,Male,28.0,Cash
I309989,C244627,Toys,1,35.84,26-12-2021,Forum Istanbul,Male,29.0,Cash
I319827,C762856,Shoes,4,2400.68,04-03-2021,Istinye Park,Male,69.0,Debit Card
I801414,C143290,Clothing,2,600.16,04-09-2021,Kanyon,Female,41.0,Cash
I265979,C844323,Toys,1,35.84,07-05-2021,Metrocity,Female,58.0,Credit Card
I807922,C322391,Food & Beverage,1,5.23,02-12-2022,Cevahir AVM,Male,36.0,Credit Card
I173671,C762278,Technology,3,3150.0,25-06-2022,Mall of Istanbul,Male,35.0,Credit Card
I233079,C886286,Books,2,30.3,10-12-2022,Kanyon,Female,30.0,Debit Card
I493472,C306540,Books,2,30.3,01-11-2022,Mall of Istanbul,Male,41.0,Cash
I124096,C119106,Clothing,5,1500.4,06-01-2022,Mall of Istanbul,Female,61.0,Cash
I113808,C155786,Souvenir,1,11.73,21-02-2022,Kanyon,Female,61.0,Debit Card
I805312,C253472,Clothing,5,1500.4,10-06-2022,Cevahir AVM,Male,25.0,Credit Card
I128905,C337278,Food & Beverage,5,26.15,18-07-2022,Kanyon,Female,39.0,Cash
I539829,C168323,Clothing,2,600.16,30-11-2021,Cevahir AVM,Female,25.0,Cash
I283373,C168247,Shoes,4,2400.68,09-04-2021,Cevahir AVM,Male,60.0,Credit Card
I187782,C273541,Souvenir,3,35.19,07-01-2022,Kanyon,Male,37.0,Debit Card
I182036,C312649,Clothing,1,300.08,03-03-2022,Forum Istanbul,Female,21.0,Cash
I235510,C279267,Clothing,3,900.24,05-07-2022,Metrocity,Male,52.0,Credit Card
I207763,C422093,Cosmetics,4,162.64,14-11-2021,Mall of Istanbul,Female,52.0,Credit Card
I317585,C763301,Clothing,5,1500.4,30-09-2021,Kanyon,Male,27.0,Cash
I261968,C227926,Food & Beverage,1,5.23,08-02-2022,Kanyon,Female,22.0,Credit Card
I298580,C220194,Clothing,1,300.08,16-08-2021,Cevahir AVM,Female,22.0,Credit Card
I232389,C130963,Clothing,2,600.16,04-03-2023,Zorlu Center,Female,44.0,Debit Card
I181474,C169805,Clothing,5,1500.4,23-02-2021,Mall of Istanbul,Male,51.0,Debit Card
I167148,C932034,Books,2,30.3,27-06-2022,Emaar Square Mall,Female,59.0,Credit Card
I247842,C307361,Books,2,30.3,21-06-2022,Kanyon,Male,25.0,Cash
I128309,C239708,Clothing,5,1500.4,17-05-2022,Metropol AVM,Male,47.0,Credit Card
I132711,C594094,Clothing,3,900.24,17-03-2022,Zorlu Center,Female,35.0,Credit Card
I301092,C296104,Food & Beverage,1,5.23,06-02-2021,Mall of Istanbul,Female,56.0,Credit Card
I202644,C108358,Clothing,4,1200.32,19-10-2022,Viaport Outlet,Female,55.0,Credit Card
I222748,C244698,Clothing,2,600.16,02-05-2021,Kanyon,Male,59.0,Credit Card
I121489,C544777,Clothing,5,1500.4,31-07-2022,Metropol AVM,Male,66.0,Credit Card
I266640,C544255,Food & Beverage,2,10.46,09-04-2021,Metropol AVM,Female,42.0,Debit Card
I268075,C559750,Cosmetics,4,162.64,23-11-2022,Kanyon,Male,67.0,Credit Card
I231674,C274780,Books,4,60.6,17-02-2021,Metrocity,Male,59.0,Cash
I183578,C242822,Food & Beverage,1,5.23,17-04-2022,Kanyon,Female,37.0,Credit Card
I255212,C178461,Clothing,4,1200.32,21-02-2023,Zorlu Center,Female,61.0,Debit Card
I125236,C742295,Shoes,1,600.17,22-06-2021,Zorlu Center,Male,31.0,Cash
I297717,C306630,Technology,4,4200.0,24-09-2021,Mall of Istanbul,Male,39.0,Cash
I245099,C224113,Books,4,60.6,30-09-2022,Metrocity,Female,28.0,Credit Card
I103917,C787113,Food & Beverage,2,10.46,08-04-2021,Metrocity,Male,18.0,Debit Card
I612102,C325962,Souvenir,1,11.73,03-09-2022,Kanyon,Female,40.0,Cash
I279951,C207147,Clothing,1,300.08,17-01-2022,Metropol AVM,Female,34.0,Debit Card
I284850,C238205,Shoes,4,2400.68,13-02-2023,Istinye Park,Female,58.0,Debit Card
I202854,C333023,Cosmetics,2,81.32,12-08-2022,Cevahir AVM,Female,28.0,Credit Card
I338210,C944109,Clothing,3,900.24,04-12-2022,Zorlu Center,Female,40.0,Cash
I141761,C203448,Toys,5,179.2,01-11-2021,Zorlu Center,Female,64.0,Cash
I588414,C199389,Shoes,3,1800.51,28-03-2021,Metropol AVM,Female,69.0,Cash
I178019,C240796,Shoes,4,2400.68,15-04-2021,Mall of Istanbul,Male,28.0,Debit Card
I101624,C115743,Cosmetics,3,121.98,15-10-2021,Kanyon,Male,62.0,Cash
I109086,C248881,Clothing,2,600.16,25-09-2021,Istinye Park,Male,33.0,Debit Card
I635863,C224984,Clothing,5,1500.4,17-09-2022,Mall of Istanbul,Male,42.0,Credit Card
I873471,C490589,Technology,5,5250.0,24-04-2022,Metrocity,Female,52.0,Credit Card
I940367,C306576,Food & Beverage,2,10.46,17-09-2022,Forum Istanbul,Female,30.0,Cash
I166198,C177141,Books,3,45.45,29-08-2022,Mall of Istanbul,Female,33.0,Cash
I231832,C165839,Shoes,5,3000.85,27-04-2021,Viaport Outlet,Male,51.0,Cash
I184463,C307236,Books,5,75.75,10-06-2021,Kanyon,Male,28.0,Credit Card
I732287,C959870,Cosmetics,2,81.32,21-11-2022,Mall of Istanbul,Female,60.0,Cash
I255952,C205438,Clothing,1,300.08,09-09-2022,Istinye Park,Male,43.0,Cash
I261283,C457906,Shoes,1,600.17,20-10-2021,Kanyon,Female,46.0,Debit Card
I264122,C234271,Cosmetics,5,203.3,26-12-2022,Metropol AVM,Male,48.0,Debit Card
I241024,C269533,Cosmetics,4,162.64,14-03-2022,Metrocity,Female,25.0,Cash
I138802,C101137,Toys,2,71.68,13-07-2022,Forum Istanbul,Female,22.0,Cash
I296876,C515658,Cosmetics,1,40.66,31-10-2022,Mall of Istanbul,Female,37.0,Cash
I229419,C760137,Food & Beverage,3,15.69,10-02-2022,Metrocity,Male,59.0,Credit Card
I218225,C275329,Clothing,2,600.16,29-11-2021,Kanyon,Female,25.0,Debit Card
I117529,C908127,Shoes,4,2400.68,08-09-2021,Istinye Park,Female,60.0,Credit Card
I206680,C235213,Clothing,2,600.16,24-06-2022,Kanyon,Male,30.0,Credit Card
I201357,C292282,Food & Beverage,5,26.15,28-11-2021,Metrocity,Male,60.0,Cash
I714753,C133574,Shoes,5,3000.85,09-05-2022,Metropol AVM,Female,59.0,Cash
I145220,C271559,Shoes,3,1800.51,28-02-2021,Metrocity,Female,40.0,Debit Card
I247695,C737752,Toys,5,179.2,22-09-2021,Mall of Istanbul,Female,55.0,Credit Card
I320428,C243653,Clothing,3,900.24,19-02-2021,Mall of Istanbul,Male,29.0,Credit Card
I393405,C204565,Clothing,2,600.16,23-11-2021,Mall of Istanbul,Female,48.0,Cash
I215190,C327155,Food & Beverage,4,20.92,14-11-2021,Zorlu Center,Female,59.0,Cash
I469019,C251503,Cosmetics,5,203.3,20-06-2021,Metrocity,Male,49.0,Debit Card
I167642,C169295,Toys,4,143.36,07-05-2022,Mall of Istanbul,Female,21.0,Cash
I962867,C207916,Toys,5,179.2,28-08-2021,Zorlu Center,Male,29.0,Cash
I264182,C251041,Shoes,4,2400.68,21-01-2021,Kanyon,Male,57.0,Credit Card
I610469,C139828,Clothing,2,600.16,12-04-2021,Kanyon,Female,42.0,Cash
I315426,C113613,Food & Beverage,3,15.69,29-12-2021,Mall of Istanbul,Male,59.0,Cash
I191448,C317627,Souvenir,5,58.65,28-04-2021,Metropol AVM,Female,19.0,Cash
I153511,C218788,Cosmetics,2,81.32,25-03-2021,Kanyon,Female,39.0,Credit Card
I237259,C272572,Clothing,3,900.24,27-07-2021,Forum Istanbul,Female,63.0,Credit Card
I328623,C327607,Clothing,4,1200.32,12-12-2021,Kanyon,Female,60.0,Debit Card
I202422,C126282,Books,5,75.75,15-04-2021,Istinye Park,Male,48.0,Debit Card
I466017,C234157,Books,3,45.45,25-07-2022,Mall of Istanbul,Male,64.0,Credit Card
I314064,C294112,Shoes,4,2400.68,10-10-2022,Mall of Istanbul,Male,54.0,Cash
I139097,C182764,Souvenir,4,46.92,25-02-2023,Istinye Park,Female,42.0,Credit Card
I579325,C209884,Clothing,1,300.08,02-03-2023,Mall of Istanbul,Female,61.0,Cash
I254055,C159217,Clothing,3,900.24,19-01-2023,Metropol AVM,Male,56.0,Cash
I218647,C158025,Clothing,4,1200.32,24-03-2021,Emaar Square Mall,Male,49.0,Debit Card
I148207,C815614,Food & Beverage,3,15.69,07-07-2022,Mall of Istanbul,Female,44.0,Cash
I519596,C303260,Clothing,5,1500.4,16-12-2022,Metropol AVM,Female,28.0,Cash
I197845,C156649,Cosmetics,2,81.32,20-10-2021,Metropol AVM,Female,30.0,Credit Card
I583758,C225748,Cosmetics,3,121.98,22-04-2021,Emaar Square Mall,Female,32.0,Cash
I128599,C195396,Toys,4,143.36,23-11-2021,Kanyon,Female,26.0,Credit Card
I126080,C201283,Books,2,30.3,08-10-2022,Forum Istanbul,Female,51.0,Cash
I138828,C117575,Toys,2,71.68,10-01-2021,Mall of Istanbul,Female,57.0,Debit Card
I377077,C299239,Clothing,2,600.16,13-02-2022,Mall of Istanbul,Female,41.0,Credit Card
I638751,C116690,Shoes,5,3000.85,14-11-2022,Mall of Istanbul,Male,21.0,Cash
I185137,C124464,Clothing,5,1500.4,07-11-2021,Cevahir AVM,Male,59.0,Credit Card
I200702,C147420,Food & Beverage,4,20.92,06-10-2021,Metrocity,Female,40.0,Cash
I179216,C751695,Food & Beverage,3,15.69,18-01-2023,Forum Istanbul,Female,43.0,Debit Card
I279033,C378863,Food & Beverage,1,5.23,27-05-2021,Metrocity,Female,56.0,Cash
I291230,C138810,Souvenir,5,58.65,22-08-2022,Emaar Square Mall,Female,49.0,Cash
I321322,C760399,Clothing,3,900.24,20-10-2022,Kanyon,Female,43.0,Cash
I284096,C628328,Toys,4,143.36,10-03-2021,Kanyon,Female,38.0,Credit Card
I252366,C146330,Souvenir,3,35.19,13-12-2022,Metrocity,Female,21.0,Cash
I215909,C254827,Clothing,3,900.24,31-10-2022,Kanyon,Female,50.0,Credit Card
I333606,C647899,Clothing,3,900.24,08-03-2022,Metropol AVM,Female,31.0,Cash
I354816,C564584,Clothing,2,600.16,13-05-2021,Mall of Istanbul,Female,61.0,Cash
I234774,C271415,Clothing,1,300.08,06-05-2022,Emaar Square Mall,Female,21.0,Debit Card
I939391,C375903,Cosmetics,5,203.3,11-11-2022,Cevahir AVM,Female,48.0,Cash
I117504,C252126,Toys,4,143.36,24-12-2021,Kanyon,Male,36.0,Cash
I116146,C154642,Clothing,4,1200.32,28-09-2021,Kanyon,Male,67.0,Cash
I338697,C169195,Cosmetics,3,121.98,19-01-2023,Istinye Park,Female,62.0,Credit Card
I301975,C484957,Cosmetics,5,203.3,19-07-2021,Mall of Istanbul,Male,65.0,Cash
I581076,C272083,Food & Beverage,1,5.23,10-03-2022,Mall of Istanbul,Male,50.0,Debit Card
I139836,C185012,Souvenir,5,58.65,07-05-2022,Kanyon,Female,40.0,Cash
I330975,C183338,Clothing,4,1200.32,03-02-2021,Kanyon,Female,35.0,Credit Card
I178721,C206338,Shoes,5,3000.85,30-10-2022,Forum Istanbul,Male,66.0,Debit Card
I295430,C175033,Food & Beverage,5,26.15,06-03-2022,Emaar Square Mall,Male,61.0,Debit Card
I227944,C125999,Cosmetics,4,162.64,02-02-2022,Mall of Istanbul,Female,60.0,Credit Card
I121135,C267052,Clothing,3,900.24,18-09-2022,Emaar Square Mall,Male,46.0,Debit Card
I588534,C340218,Clothing,1,300.08,29-07-2022,Mall of Istanbul,Female,26.0,Cash
I829450,C171265,Clothing,1,300.08,22-02-2022,Kanyon,Male,45.0,Cash
I320503,C231563,Technology,2,2100.0,23-06-2021,Istinye Park,Female,69.0,Credit Card
I901575,C276235,Shoes,3,1800.51,23-03-2021,Kanyon,Male,67.0,Cash
I830912,C118298,Cosmetics,2,81.32,03-12-2021,Kanyon,Male,32.0,Credit Card
I171656,C113929,Cosmetics,1,40.66,07-01-2022,Mall of Istanbul,Male,41.0,Credit Card
I140404,C297466,Shoes,3,1800.51,19-10-2022,Kanyon,Male,20.0,Credit Card
I134764,C188444,Cosmetics,2,81.32,24-02-2022,Viaport Outlet,Female,43.0,Cash
I665287,C216286,Clothing,2,600.16,02-03-2021,Kanyon,Female,30.0,Cash
I332144,C325654,Clothing,5,1500.4,14-08-2021,Metropol AVM,Male,33.0,Cash
I257128,C966498,Food & Beverage,3,15.69,04-12-2021,Mall of Istanbul,Female,24.0,Debit Card
I155228,C271937,Food & Beverage,4,20.92,01-09-2021,Mall of Istanbul,Female,20.0,Debit Card
I807536,C150514,Cosmetics,4,162.64,19-11-2021,Metrocity,Male,56.0,Credit Card
I287182,C245054,Food & Beverage,2,10.46,01-09-2021,Mall of Istanbul,Female,21.0,Debit Card
I103006,C258085,Technology,4,4200.0,20-07-2022,Cevahir AVM,Male,41.0,Cash
I125592,C259377,Clothing,2,600.16,26-07-2022,Mall of Istanbul,Female,30.0,Debit Card
I478428,C298918,Toys,1,35.84,06-08-2021,Viaport Outlet,Female,24.0,Cash
I127183,C327021,Technology,1,1050.0,13-12-2022,Metrocity,Male,64.0,Cash
I482255,C306169,Technology,5,5250.0,17-08-2021,Mall of Istanbul,Male,55.0,Cash
I229482,C339398,Clothing,5,1500.4,04-03-2023,Metropol AVM,Female,39.0,Debit Card
I317268,C302514,Souvenir,1,11.73,25-01-2022,Kanyon,Male,50.0,Cash
I107973,C330442,Clothing,1,300.08,03-05-2021,Mall of Istanbul,Male,25.0,Credit Card
I265066,C253900,Food & Beverage,2,10.46,29-04-2021,Zorlu Center,Male,53.0,Cash
I113616,C304448,Clothing,2,600.16,24-09-2021,Cevahir AVM,Male,64.0,Cash
I313021,C216077,Clothing,5,1500.4,27-09-2022,Kanyon,Female,64.0,Cash
I191853,C236866,Clothing,4,1200.32,23-02-2023,Metrocity,Female,32.0,Cash
I112443,C132162,Books,4,60.6,16-01-2021,Mall of Istanbul,Female,41.0,Cash
I183898,C286293,Cosmetics,4,162.64,22-04-2021,Kanyon,Female,35.0,Credit Card
I335234,C791616,Books,2,30.3,16-03-2021,Cevahir AVM,Female,19.0,Cash
I253832,C791658,Toys,3,107.52,06-10-2021,Kanyon,Male,66.0,Cash
I275142,C309832,Technology,2,2100.0,20-01-2022,Zorlu Center,Male,32.0,Debit Card
I298037,C250471,Clothing,5,1500.4,30-11-2022,Metrocity,Female,62.0,Debit Card
I188855,C737472,Technology,3,3150.0,02-08-2022,Cevahir AVM,Female,39.0,Credit Card
I139947,C287029,Souvenir,1,11.73,24-03-2021,Metrocity,Female,51.0,Debit Card
I262542,C130034,Shoes,2,1200.34,21-05-2022,Metropol AVM,Male,43.0,Cash
I299227,C140854,Clothing,4,1200.32,16-01-2021,Mall of Istanbul,Male,62.0,Credit Card
I202345,C267007,Cosmetics,3,121.98,17-09-2022,Zorlu Center,Female,48.0,Cash
I214951,C244815,Toys,3,107.52,22-09-2021,Viaport Outlet,Female,67.0,Debit Card
I753687,C266699,Books,1,15.15,08-05-2022,Istinye Park,Female,49.0,Cash
I753009,C194283,Food & Beverage,5,26.15,03-04-2021,Metropol AVM,Female,42.0,Cash
I324609,C218187,Shoes,4,2400.68,26-12-2021,Kanyon,Male,64.0,Cash
I261811,C162001,Toys,2,71.68,21-02-2022,Viaport Outlet,Female,29.0,Cash
I262341,C158981,Clothing,4,1200.32,04-02-2023,Metrocity,Female,61.0,Debit Card
I832317,C295079,Food & Beverage,5,26.15,20-04-2022,Viaport Outlet,Male,49.0,Cash
